,chemical_name_NL,pass_fail,mean_conc,output_gw,CAS_number,chemical_name_EN,molecular_weight,solubility,log_octanol_water_partitioning_coefficient,log_distribution_coefficient,chemical_group,chemical_group_number,molecular_volume,Drinking_water_norm
86,PCB 28,passed,3.3044257216411936e-07,1.864128248507374e-06,,PCB 28,257.5,0.20453952,5.65,3.373509124,PCB,2.0,257.5,0.0001
87,PCB 52,passed,3.1970089135951486e-07,1.847388937377564e-06,,PCB 52,292.0,0.116247294,5.85,3.463500793,PCB,2.0,,0.0001
88,p-Cresol,passed,1.6777379650350515e-11,1.8556295996387894e-06,106445,p-Cresol,108.1099991,28640.96526,1.94,0.444357034,overige,3.0,,0.001
89,Pentachloorbenzeen,passed,2.1821620164667612e-08,1.8784398708387455e-06,608-93-5,Pentachlorobenzene,250.1297785,0.322818462,5.076666667,2.683710051,ClArom,1.0,,0.001
90,Pentachloorfenol,passed,2.7329755657817177e-09,1.8699675633591893e-06,87-86-5,Pentachlorophenol,266.33,4.28,5.12,1.964642345,Cl,3.0,,0.001
91,p-Xyleen,passed,6.577102255701387e-09,1.8679932473981928e-06,,p-Xylene,106.186665,210.9384616,3.15,1.428036212,MAK,1.0,123.9,0.001
92,pyridine,passed,1.3075448705059696e-12,1.8710548300542288e-06,110861,pyridine,79.1,665483.58,0.65,0.714917304,overige,3.0,,0.0001
93,Styrene,passed,4.114642135534736e-09,1.8686891239583596e-06,100-42-5,Styrene,104.1485645,320.0573505,2.95,1.348594147,MAK,1.0,,0.001
94,Tetrachlooretheen,passed,2.2777836649859884e-09,1.8716082727603022e-06,127-18-4,Tetrachloroethylene,165.8074995,118.8825037,3.4,1.194834616,ClAlk,1.0,,0.01
95,Tetrachloormethaan,passed,6.731913505831784e-10,1.8732505897169394e-06,56-23-5,Tetrachloromethane,153.82,800.0,2.83,0.558949208,ClAlk,1.0,,0.001
96,tetrahydrothiophene,passed,1.2217928790215404e-11,1.8716703580725933e-06,110010,tetrahydrothiophene,88.17499986,12894.97733,1.61,0.232488206,overige,3.0,,0.0001
97,Tolueen,passed,3.2642494964130678e-09,1.868241154637528e-06,108-88-3,Toluene,92.14249285,610.5910523,2.73,0.870272715,MAK,1.0,106.9,0.001
98,Tribroommethaan,passed,9.250813903909976e-12,1.869201182025448e-06,,Tribromomethane,252.8,1719.0,2.67,0.946079776,overige,3.0,,0.0001
99,Trichlooretheen,passed,7.193021384644945e-10,1.8595321426684596e-06,79-01-6,Trichloroethylene,131.4,1164.844161,2.61,0.842372721,ClAlk,1.0,,0.01
100,Vinylchloride,passed,4.0393203871071903e-10,1.8741928965616858e-06,75-01-4,Vinyl chloride,62.5,428.0,1.52,0.734988789,ClAlk,1.0,,0.0001
